source,target,transformed_treat_score,rank,is_known_positive,off_label
CHEBI:8412,MONDO:0005212,3.117303586079257,19842921.0,False,False
CHEBI:63916,MONDO:0006058,3.252384275799889,7267025.0,False,False
CHEBI:6121,MONDO:0009759,3.2458657348469817,7626409.0,False,False
CHEBI:50730,MONDO:0009759,3.115426235574482,20115867.0,False,False
CHEBI:7903,MONDO:0000141,3.116794098062182,19916878.0,False,False
CHEBI:31663,MONDO:0000141,3.1175122336474623,19812509.0,False,False
CHEBI:7872,MONDO:0005212,3.250372751130962,7376230.0,False,False
CHEBI:7488,MONDO:0000141,3.116421859696147,19970777.0,False,False
UNII:NU90V55F8I,MONDO:0005212,3.2384029659774054,8060740.0,False,False
CHEBI:135627,MONDO:0006058,3.2344561968246124,8300264.0,False,False
CHEBI:85182,MONDO:0005212,3.2306137836652296,8540342.0,False,False
UNII:D6OMY2L0WA,MONDO:0006058,3.2470524066582094,7559697.0,False,False
CHEBI:59594,MONDO:0005212,3.243312826388695,7771889.0,False,False
CHEBI:45409,MONDO:0005212,3.251545697617899,7312383.0,False,False
UNII:R30772KCU0,MONDO:0006058,3.240677735515378,7925840.0,False,False
CHEBI:39501,MONDO:0000141,3.229330374845895,8622287.0,False,False
CHEBI:31536,MONDO:0006058,3.245363236572363,7654894.0,False,False
CHEBI:62984,MONDO:0005212,3.2499399025746474,7399783.0,False,False
CHEBI:132967,MONDO:0006058,3.229529312587619,8609549.0,False,False
CHEBI:233446,MONDO:0005212,3.237793049104596,8097357.0,False,False
CHEBI:691037,MONDO:0000141,3.116291078498908,19989688.0,False,False
UNII:N7T15V1FUY,MONDO:0006058,3.247327938675836,7544199.0,False,False
CHEBI:7789,MONDO:0009759,3.2316398421220223,8475404.0,False,False
CHEBI:71417,MONDO:0009759,3.2386085658743333,8048706.0,False,False
CHEBI:167707,MONDO:0005212,3.245486567217076,7647806.0,False,False
UNII:W4141180YD,MONDO:0006058,3.2507276139506462,7356899.0,False,False
CHEBI:3127,MONDO:0005212,3.1133251886182736,20426044.0,False,False
CHEBI:71193,MONDO:0013582,3.249875588984121,7403362.0,False,False
CHEBI:3699,MONDO:0000141,3.1165936613152323,19945880.0,False,False
CHEBI:43968,MONDO:0006058,3.2290979110742812,8637146.0,False,False
UNII:RZT8C352O1,MONDO:0005212,3.2401006545227427,7960002.0,False,False
CHEBI:8207,MONDO:0009759,3.1177380965994246,19779848.0,False,False
CHEBI:8426,MONDO:0013582,3.247769736707055,7519558.0,False,False
CHEBI:6888,MONDO:0009759,3.2385282007729,8053431.0,False,False
CHEBI:71193,MONDO:0009759,3.1131372981581755,20453924.0,False,False
CHEBI:15854,MONDO:0013582,3.2292603840567438,8626859.0,False,False
UNII:FU77B4U5Z0,MONDO:0005212,3.243768043822805,7745476.0,False,False
CHEBI:6339,MONDO:0009759,3.115879797945391,20049634.0,False,False
CHEBI:3757,MONDO:0005212,3.2533871744533114,7213281.0,False,False
CHEBI:135954,MONDO:0005212,3.116222235242827,19999644.0,False,False
CHEBI:4466,MONDO:0006058,3.2410614826121864,7902951.0,False,False
CHEBI:5123,MONDO:0006058,3.246858967872854,7570421.0,False,False
CHEBI:204734,MONDO:0009759,3.1176162479890284,19797587.0,False,False
CHEBI:135276,MONDO:0009759,3.113565065463079,20390462.0,False,False
CHEBI:9435,MONDO:0009759,3.1061944267355717,21507758.0,False,False
CHEBI:182080,MONDO:0006058,3.078205046928785,26209095.0,False,False
UNII:7K28NB895L,MONDO:0009759,3.0768103025598084,26461746.0,False,False
CHEBI:2676,MONDO:0006058,3.163685350853704,14075773.0,False,False
CHEBI:16480,MONDO:0013582,3.168827670505652,13545788.0,False,False
CHEBI:6709,MONDO:0006058,3.105405208130814,21630247.0,False,False
CHEBI:2208,MONDO:0000141,3.077561354634975,26324986.0,False,False
CHEBI:15854,MONDO:0005212,3.0780635985234466,26234451.0,False,False
CHEBI:62984,MONDO:0013582,3.162072845075765,14246933.0,False,False
PUBCHEM.COMPOUND:54671203,MONDO:0013582,3.078933151603164,26078310.0,False,False
CHEBI:50922,MONDO:0013582,3.0792278076413235,26025732.0,False,False
CHEBI:5950,MONDO:0005212,3.0791722835857382,26035567.0,False,False
CHEBI:3176,MONDO:0009759,3.1046229136852124,21752430.0,False,False
CHEBI:45924,MONDO:0006058,3.1066460743646074,21437760.0,False,False
CHEBI:9939,MONDO:0005212,3.076891667685903,26446867.0,False,False
CHEBI:8404,MONDO:0006058,3.163518882954299,14093473.0,False,False
UMLS:C4684961,MONDO:0005212,3.1673960189730073,13691549.0,False,False
CHEBI:8232,MONDO:0006058,3.164514034172937,13989085.0,False,False
UNII:23HYE36B0I,MONDO:0005212,3.1069832068157925,21385630.0,False,False
CHEBI:73038,MONDO:0005212,3.1617554913119665,14280774.0,False,False
CHEBI:534,MONDO:0006058,3.163238181651902,14123006.0,False,False
CHEBI:3223,MONDO:0013582,3.0776346695514807,26311574.0,False,False
CHEBI:10023,MONDO:0009759,3.107197996099191,21352554.0,False,False
CHEBI:3547,MONDO:0009759,3.106022158612536,21534534.0,False,False
CHEBI:2208,MONDO:0009759,3.07658350628928,26503066.0,False,False
UNII:21904A5386,MONDO:0013582,3.0786837094739488,26123003.0,False,False
CHEBI:5147,MONDO:0006058,3.167377892239309,13693434.0,False,False
UNII:Q4K217VGA9,MONDO:0005212,3.1668828516560286,13743902.0,False,False
CHEBI:9241,MONDO:0009759,3.1687055793803296,13558062.0,False,False
CHEBI:135361,MONDO:0005212,3.0780341654709815,26239743.0,False,False
CHEBI:16962,MONDO:0009759,3.167760723652467,13654037.0,False,False
CHEBI:188559,MONDO:0013582,3.076386096044284,26538747.0,False,False
UNII:4B33BGI082,MONDO:0013582,3.1066495085957806,21437259.0,False,False
CHEBI:31793,MONDO:0000141,3.0780815654528135,26231235.0,False,False
CHEBI:17650,MONDO:0000141,3.166359526513858,13797713.0,False,False
CHEBI:85973,MONDO:0005212,3.105919422334164,21550526.0,False,False
CHEBI:4356,MONDO:0013582,3.1625674620301263,14194230.0,False,False
CHEBI:18358,MONDO:0000141,3.078362157335837,26181002.0,False,False
CHEBI:16163,MONDO:0006058,3.16457460022439,13982853.0,False,False
CHEBI:9316,MONDO:0000141,3.104165461543464,21824590.0,False,False
CHEBI:2948,MONDO:0000141,3.163439604493957,14101838.0,False,False
CHEBI:534,MONDO:0000141,3.0790192789813142,26062844.0,False,False
CHEBI:6970,MONDO:0000141,3.0761179431172407,26587286.0,False,False
CHEBI:42944,MONDO:0013582,3.1066621120657447,21435337.0,False,False
CHEBI:87715,MONDO:0006058,3.16436786834322,14004408.0,False,False
CHEBI:8346,MONDO:0006058,3.166677574756352,13765032.0,False,False
CHEBI:135361,MONDO:0013582,3.103590064360618,21915195.0,False,False
CHEBI:31174,MONDO:0005212,3.1685664664918898,13572212.0,False,False
CHEBI:133011,MONDO:0009759,3.1031197848419767,21989412.0,False,False
CHEBI:7581,MONDO:0005212,3.079216028755707,26027821.0,False,False
CHEBI:72564,MONDO:0013582,3.106226355965185,21502860.0,False,False
CHEBI:31401,MONDO:0006058,3.3698762305610486,3088228.0,False,False
CHEBI:9421,MONDO:0006058,3.144939112926788,16187255.0,False,False
CHEBI:85984,MONDO:0006058,3.1464907801392314,16001979.0,False,False
CHEBI:4786,MONDO:0009759,3.279445899258898,5951091.0,False,False
UNII:F60NE4XB53,MONDO:0005212,3.4011029869194607,2472968.0,False,False
CHEBI:28077,MONDO:0006058,3.378236991862371,2908930.0,False,False
CHEBI:617099,MONDO:0005212,3.2733882928728795,6222374.0,False,False
CHEBI:3013,MONDO:0013582,3.2817262011607395,5852303.0,False,False
UNII:P0GVQ9A4S5,MONDO:0006058,3.285111950694035,5708224.0,False,False
UNII:LIA7Z4002P,MONDO:0006058,3.3662900294461293,3168906.0,False,False
UNII:SMA5ZS5B22,MONDO:0005212,3.3986250747291336,2516780.0,False,False
CHEBI:138865,MONDO:0006058,3.2836133204690396,5771531.0,False,False
CHEBI:7640,MONDO:0006058,3.146961328647771,15945944.0,False,False
CHEBI:231425,MONDO:0005212,3.1474853041500435,15884053.0,False,False
CHEBI:131169,MONDO:0005212,3.383921027131982,2793412.0,False,False
UNII:913P6LK81M,MONDO:0006058,3.2802749384329877,5915202.0,False,False
CHEBI:3213,MONDO:0006058,3.397337572763356,2539784.0,False,False
CHEBI:231598,MONDO:0005212,3.3676803089383345,3137051.0,False,False
CHEBI:143117,MONDO:0006058,3.372376770988117,3033348.0,False,False
UNII:N0A21N6RAU,MONDO:0005212,3.3722200127752924,3036838.0,False,False
UNII:105J35OE21,MONDO:0005212,3.3665991112844544,3161676.0,False,False
UNII:L929CBB126,MONDO:0006058,3.3786918135863626,2899428.0,False,False
CHEBI:4670,MONDO:0006058,3.376999864907484,2934896.0,False,False
CHEBI:27779,MONDO:0005212,3.2867181977605178,5641395.0,False,False
CHEBI:9570,MONDO:0009759,3.1435830153722994,16350507.0,False,False
CHEBI:61080,MONDO:0006058,3.3954045155776553,2574562.0,False,False
CHEBI:32016,MONDO:0005212,3.2878482588443645,5594791.0,False,False
UNII:9R3D3Y0UHS,MONDO:0006058,3.3814928127854857,2842210.0,False,False
CHEBI:8028,MONDO:0006058,3.2703987911845083,6361115.0,False,False
CHEBI:75922,MONDO:0006058,3.146122641659517,16045730.0,False,False
UNII:T432289GYZ,MONDO:0006058,3.271284589320768,6319606.0,False,False
CHEBI:50885,MONDO:0000141,3.1423030194193293,16506437.0,False,False
CHEBI:135737,MONDO:0009759,3.1454116642159917,16130775.0,False,False
CHEBI:8426,MONDO:0005212,3.393138306015213,2615919.0,False,False
UNII:XN7MM8XG2M,MONDO:0006058,3.1465593053262553,15993874.0,False,False
CHEBI:17076,MONDO:0006058,3.2775446876173877,6035014.0,False,False
CHEBI:42797,MONDO:0009759,3.387482036018543,2723414.0,False,False
CHEBI:7496,MONDO:0006058,3.2870840222118884,5626173.0,False,False
CHEBI:39112,MONDO:0005212,3.381048470046452,2851255.0,False,False
CHEBI:22652,MONDO:0005212,3.279242006681528,5960199.0,False,False
CHEBI:229222,MONDO:0006058,3.3949679396928616,2582470.0,False,False
CHEBI:7903,MONDO:0006058,3.3707677645050564,3068470.0,False,False
CHEBI:177836,MONDO:0006058,3.370549184343675,3073353.0,False,False
DRUGBANK:DB17831,MONDO:0005212,3.3643985163961148,3212047.0,False,False
CHEBI:42797,MONDO:0005212,3.36789464426176,3132221.0,False,False
CHEBI:3766,MONDO:0009759,3.287086256240057,5626068.0,False,False
CHEBI:195558,MONDO:0005212,3.2863679869544398,5655972.0,False,False
CHEBI:2904,MONDO:0006058,3.401182551792065,2471571.0,False,False
UMLS:C4764258,MONDO:0006058,3.281551430209949,5859867.0,False,False
UNII:VRN8S9CW5V,MONDO:0006058,3.279301370933654,5957506.0,False,False
DRUGBANK:DB00058,MONDO:0006058,3.382885314550598,2814091.0,False,False
CHEBI:50693,MONDO:0006058,3.2783993766956887,5997449.0,False,False
CHEBI:5123,MONDO:0005212,3.2733155932993108,6225697.0,False,False
UNII:9K8GNJ2874,MONDO:0000141,3.1462135079338744,16035214.0,False,False
CHEBI:2618,MONDO:0009759,3.2702009341359766,6370371.0,False,False
CHEBI:64733,MONDO:0009759,3.1439051798083693,16311683.0,False,False
CHEBI:3311,MONDO:0009759,3.110989178878546,20775728.0,False,False
CHEBI:50693,MONDO:0009759,3.1121854143716936,20595498.0,False,False
CHEBI:135499,MONDO:0005212,3.064180904623945,28806838.0,False,False
CHEBI:70735,MONDO:0000141,3.1254874323682333,18689681.0,False,False
CHEBI:91407,MONDO:0000141,3.0660431680403155,28454870.0,False,False
CHEBI:68554,MONDO:0005212,3.1081616180605343,21204640.0,False,False
CHEBI:6887,MONDO:0013582,3.110080956358753,20912530.0,False,False
UNII:LKC0U3A8NJ,MONDO:0013582,3.065766011208454,28507175.0,False,False
CHEBI:8107,MONDO:0000141,3.1273056707642217,18441911.0,False,False
CHEBI:6722,MONDO:0000141,3.1263778100129618,18567987.0,False,False
CHEBI:134716,MONDO:0013582,3.062813233255124,29066883.0,False,False
UNII:21904A5386,MONDO:0000141,3.0636847705732184,28900978.0,False,False
CHEBI:3568,MONDO:0006058,3.108526255184444,21148886.0,False,False
CHEBI:8081,MONDO:0009759,3.1114116089305206,20711936.0,False,False
CHEBI:94385,MONDO:0013582,3.123956392540892,18900752.0,False,False
CHEBI:9738,MONDO:0005212,3.109553013773084,20992877.0,False,False
CHEBI:32229,MONDO:0013582,3.062514087111392,29123791.0,False,False
CHEBI:47780,MONDO:0009759,3.1098224545235977,20951750.0,False,False
CHEBI:36704,MONDO:0000141,3.1279483201859586,18354931.0,False,False
CHEBI:61397,MONDO:0000141,3.1090614793359386,21067732.0,False,False
CHEBI:50885,MONDO:0013582,3.129529737567282,18142851.0,False,False
CHEBI:82700,MONDO:0006058,3.1094298528737307,21011688.0,False,False
CHEBI:3011,MONDO:0000141,3.0656437505704597,28530203.0,False,False
UNII:8RW88Y506K,MONDO:0005212,3.125081985696231,18745165.0,False,False
UNII:LR3UXN0193,MONDO:0013582,3.1104598258184506,20854987.0,False,False
UNII:41KZS5432U,MONDO:0005212,3.1112775892408138,20732270.0,False,False
CHEBI:6965,MONDO:0005212,3.108491596930179,21154179.0,False,False
CHEBI:87715,MONDO:0013582,3.1097772653770006,20958688.0,False,False
CHEBI:82702,MONDO:0000141,3.1100711129841008,20914002.0,False,False
CHEBI:6717,MONDO:0006058,3.107906205561668,21243842.0,False,False
CHEBI:6076,MONDO:0000141,3.0645655815131567,28733893.0,False,False
CHEBI:6438,MONDO:0000141,3.0638036009379994,28878350.0,False,False
CHEBI:85979,MONDO:0005212,3.0631501370869922,29002595.0,False,False
CHEBI:229661,MONDO:0005212,3.1286071585702606,18265955.0,False,False
CHEBI:4031,MONDO:0009759,3.125415911300786,18699502.0,False,False
CHEBI:3371,MONDO:0013582,3.1088776751173492,21095342.0,False,False
CHEBI:31485,MONDO:0005212,3.11009202445758,20910840.0,False,False
CHEBI:134743,MONDO:0009759,3.066270212828476,28412092.0,False,False
CHEBI:3082,MONDO:0000141,3.0658461224082636,28492108.0,False,False
UNII:T9FVH03HMZ,MONDO:0009759,3.064501104247835,28746055.0,False,False
CHEBI:59590,MONDO:0005212,3.127950310504132,18354646.0,False,False
CHEBI:474053,MONDO:0013582,3.064925428173014,28665933.0,False,False
CHEBI:534,MONDO:0009759,3.1121529748955368,20600391.0,False,False
CHEBI:5001,MONDO:0005212,3.2627356822651388,6731073.0,False,False
UNII:12PYH0FTU9,MONDO:0006058,3.2678652732841345,6480767.0,False,False
CHEBI:50922,MONDO:0009759,3.1230802180958337,19022148.0,False,False
CHEBI:83531,MONDO:0006058,3.2050334900123185,10336823.0,False,False
CHEBI:4753,MONDO:0013582,3.25501212219688,7126964.0,False,False
CHEBI:9352,MONDO:0000141,3.2123789273838033,9784467.0,False,False
CHEBI:2549,MONDO:0005212,3.2116872558934517,9835304.0,False,False
CHEBI:3183,MONDO:0009759,3.1219237309553822,19183844.0,False,False
CHEBI:18357,MONDO:0006058,3.259021017763623,6918080.0,False,False
CHEBI:231598,MONDO:0006058,3.258943212128794,6922097.0,False,False
CHEBI:31793,MONDO:0009759,3.208377364032616,10081448.0,False,False
CHEBI:5551,MONDO:0009759,3.2636819855508,6684435.0,False,False
CHEBI:187893,MONDO:0013582,3.2073759111563103,10157037.0,False,False
UNII:681K1JDI8M,MONDO:0005212,3.204999092235669,10339513.0,False,False
CHEBI:135888,MONDO:0009759,3.1228188574477,19058651.0,False,False
CHEBI:8060,MONDO:0000141,3.209486771627687,9998286.0,False,False
CHEBI:71940,MONDO:0013582,3.206957701902767,10188890.0,False,False
CHEBI:228304,MONDO:0005212,3.258625804160035,6938528.0,False,False
CHEBI:6456,MONDO:0006058,3.2071884274947635,10171259.0,False,False
CHEBI:64355,MONDO:0005212,3.265416936594805,6599448.0,False,False
PUBCHEM.COMPOUND:5229907,MONDO:0006058,3.2139649506430876,9669590.0,False,False
CHEBI:28939,MONDO:0009759,3.2067860092300915,10201835.0,False,False
CHEBI:10023,MONDO:0006058,3.2650432746071436,6617777.0,False,False
CHEBI:63631,MONDO:0000141,3.2084702355428716,10074393.0,False,False
UMLS:C1879680,MONDO:0005212,3.2085299078776024,10069843.0,False,False
CHEBI:176399,MONDO:0005212,3.2589487587439043,6921812.0,False,False
UNII:2S9ZZM9Q9V,MONDO:0013582,3.1205782152863035,19373828.0,False,False
CHEBI:63606,MONDO:0006058,3.2049308180574263,10344718.0,False,False
CHEBI:3766,MONDO:0005212,3.2086844561407117,10058258.0,False,False
UNII:0JJ21K6L2I,MONDO:0006058,3.120860516628433,19333829.0,False,False
CHEBI:4876,MONDO:0005212,3.2597540595777077,6880806.0,False,False
CHEBI:4798,MONDO:0005212,3.2070520644910507,10181796.0,False,False
CHEBI:45367,MONDO:0005212,3.2692279956389996,6416216.0,False,False
CHEBI:50693,MONDO:0005212,3.207120020060967,10176606.0,False,False
CHEBI:8874,MONDO:0006058,3.2092303006146166,10017441.0,False,False
UNII:3E3D8T1GIX,MONDO:0006058,3.2589494343911953,6921776.0,False,False
CHEBI:51141,MONDO:0006058,3.262146642827336,6760286.0,False,False
CHEBI:6532,MONDO:0013582,3.1210481390941136,19307255.0,False,False
CHEBI:3306,MONDO:0006058,3.2071470958092707,10174512.0,False,False
CHEBI:17347,MONDO:0000141,3.1219305085233984,19182867.0,False,False
CHEBI:28262,MONDO:0006058,3.3036238578944803,4985210.0,False,False
CHEBI:85662,MONDO:0006058,3.2986910549102544,5167311.0,False,False
CHEBI:71415,MONDO:0005212,3.3033712014606627,4994432.0,False,False
CHEBI:4753,MONDO:0006058,3.1525295355487906,15297327.0,False,False
UNII:98DE7VN88D,MONDO:0005212,3.294164991858921,5341317.0,False,False
CHEBI:5613,MONDO:0006058,3.2914906964622817,5446875.0,False,False
CHEBI:140376,MONDO:0006058,3.1503971057051436,15542810.0,False,False
CHEBI:32315,MONDO:0009759,3.091495994708802,23887877.0,False,False
UNII:8NZ41MIK1O,MONDO:0000141,3.0909751270532704,23975650.0,False,False
CHEBI:83531,MONDO:0009759,3.091196657058287,23938422.0,False,False
CHEBI:167638,MONDO:0005212,3.150590894831299,15520307.0,False,False
CHEBI:32020,MONDO:0000141,3.1506045684485517,15518816.0,False,False
CHEBI:6444,MONDO:0006058,3.092859812835697,23658387.0,False,False
UNII:3S252O2Z4X,MONDO:0005212,3.2894599445725223,5528873.0,False,False
UNII:WTT295HSY5,MONDO:0005212,3.2904053679223764,5490630.0,False,False
CHEBI:31932,MONDO:0000141,3.1538248897094636,15150476.0,False,False
CHEBI:7789,MONDO:0006058,3.091630310764236,23865036.0,False,False
UNII:39IS23Q1EW,MONDO:0005212,3.2937931475882474,5355879.0,False,False
CHEBI:46195,MONDO:0000141,3.0921062809760205,23784731.0,False,False
UNII:2P6O7CFW5K,MONDO:0000141,3.0925029455972837,23717688.0,False,False
CHEBI:63580,MONDO:0009759,3.148134898317557,15807174.0,False,False
CHEBI:5893,MONDO:0005212,3.149805677078344,15611634.0,False,False
CHEBI:9352,MONDO:0013582,3.1517597066016902,15385594.0,False,False
CHEBI:228302,MONDO:0005212,3.1536895384360024,15166008.0,False,False
CHEBI:75832,MONDO:0005212,3.0914354760932916,23897994.0,False,False
CHEBI:7936,MONDO:0000141,3.090817174638735,24002122.0,False,False
UNII:7XZ4062R17,MONDO:0006058,3.152045958006079,15352807.0,False,False
UNII:RSA8KO39WH,MONDO:0009759,3.091064612891525,23960554.0,False,False
CHEBI:6846,MONDO:0006058,3.091092826483639,23955666.0,False,False
UNII:3XVL385Q0M,MONDO:0000141,3.092241831916967,23762045.0,False,False
UNII:3U02EL437C,MONDO:0009759,3.0915215208404465,23883482.0,False,False
CHEBI:62984,MONDO:0006058,3.148799838362683,15729298.0,False,False
CHEBI:50694,MONDO:0013582,3.0908272441259372,24000464.0,False,False
CHEBI:3306,MONDO:0000141,3.09116340041313,23943881.0,False,False
CHEBI:232810,MONDO:0005212,3.3032618509431346,4998366.0,False,False
CHEBI:6761,MONDO:0000141,3.1525691625440038,15292919.0,False,False
CHEBI:291902,MONDO:0009759,3.0888576056800936,24336338.0,False,False
CHEBI:70708,MONDO:0000141,3.0916351894029876,23864226.0,False,False
CHEBI:75722,MONDO:0005212,3.152824298884039,15263963.0,False,False
CHEBI:63611,MONDO:0000141,3.0886660315411287,24369297.0,False,False
CHEBI:135010,MONDO:0006058,3.2896144832174192,5522698.0,False,False
CHEBI:28918,MONDO:0005212,3.3011073379952958,5077474.0,False,False
CHEBI:4670,MONDO:0000141,3.0928315933245694,23663110.0,False,False
CHEBI:585948,MONDO:0009759,3.152141897978831,15341789.0,False,False
CHEBI:5109,MONDO:0006058,3.300341960315193,5105837.0,False,False
CHEBI:134743,MONDO:0006058,3.298733767562575,5165705.0,False,False
CHEBI:3032,MONDO:0006058,3.0931847725209427,23604087.0,False,False
CHEBI:8805,MONDO:0006058,3.2994938781803613,5137214.0,False,False
CHEBI:4639,MONDO:0005212,3.089461822690642,24232931.0,False,False
CHEBI:31000,MONDO:0006058,3.090347241667584,24082083.0,False,False
CHEBI:82702,MONDO:0013582,3.0902427325045765,24099762.0,False,False
CHEBI:6532,MONDO:0009759,3.1513828490600777,15429010.0,False,False
CHEBI:63630,MONDO:0000141,3.1482008591234862,15799343.0,False,False
CHEBI:75247,MONDO:0009759,3.148767373872206,15733079.0,False,False
CHEBI:3764,MONDO:0005212,3.2918391658923642,5432951.0,False,False
CHEBI:9588,MONDO:0006058,3.303071885631466,5005352.0,False,False
CHEBI:63620,MONDO:0000141,3.1499198942468323,15598162.0,False,False
CHEBI:71028,MONDO:0005212,3.21924648843182,9296237.0,False,False
UMLS:C4549048,MONDO:0005212,3.314565050138679,4602601.0,False,False
UNII:L7451S9126,MONDO:0005212,3.1705351391903482,13374593.0,False,False
CHEBI:5856,MONDO:0006058,3.2180242422556793,9381317.0,False,False
CHEBI:17688,MONDO:0006058,3.2168518077669734,9463643.0,False,False
CHEBI:3699,MONDO:0006058,3.326438165042252,4222837.0,False,False
CHEBI:3423,MONDO:0009759,3.3235422179108545,4312464.0,False,False
CHEBI:49005,MONDO:0005212,3.2194980736830336,9278610.0,False,False
CHEBI:47097,MONDO:0006058,3.320277527964517,4415631.0,False,False
UNII:4SED7F4BSG,MONDO:0005212,3.223678418071504,8994559.0,False,False
CHEBI:70752,MONDO:0006058,3.315334804386442,4576921.0,False,False
CHEBI:2611,MONDO:0009759,3.218025682629163,9381219.0,False,False
UNII:GB4I2JI8UI,MONDO:0006058,3.3206244834367165,4404582.0,False,False
CHEBI:3181,MONDO:0009759,3.170057156913668,13422663.0,False,False
CHEBI:3696,MONDO:0006058,3.315837509715108,4560267.0,False,False
CHEBI:8499,MONDO:0013582,3.3283623946435106,4164422.0,False,False
CHEBI:9421,MONDO:0005212,3.2181911011702677,9369683.0,False,False
PUBCHEM.COMPOUND:122173801,MONDO:0009759,3.1731581610859267,13114382.0,False,False
DRUGBANK:DB17635,MONDO:0006058,3.2176204528024366,9409548.0,False,False
CHEBI:90844,MONDO:0005212,3.171041098595139,13324363.0,False,False
CHEBI:10023,MONDO:0005212,3.313990396348734,4622026.0,False,False
UNII:P93RUU11P7,MONDO:0006058,3.3298948921682765,4118409.0,False,False
CHEBI:7575,MONDO:0006058,3.176870220698576,12756476.0,False,False
CHEBI:6942,MONDO:0013582,3.1768083324919703,12762185.0,False,False
CHEBI:28787,MONDO:0009759,3.2249540163340633,8909146.0,False,False
CHEBI:31596,MONDO:0006058,3.325796984232297,4242409.0,False,False
CHEBI:3994,MONDO:0009759,3.176327187311297,12808044.0,False,False
CHEBI:3515,MONDO:0005212,3.3212908416184757,4383378.0,False,False
CHEBI:135686,MONDO:0006058,3.1767515850589687,12767602.0,False,False
CHEBI:5893,MONDO:0013582,3.1751330777608904,12922459.0,False,False
CHEBI:6067,MONDO:0000141,3.328918013293909,4147618.0,False,False
CHEBI:75179,MONDO:0006058,3.3207158011214384,4401602.0,False,False
UMLS:C5418336,MONDO:0006058,3.172361823248778,13193133.0,False,False
CHEBI:7824,MONDO:0009759,3.3300294906100376,4114285.0,False,False
CHEBI:8776,MONDO:0006058,3.2215333115269917,9139308.0,False,False
UNII:7K28NB895L,MONDO:0005212,3.3081891195167055,4821357.0,False,False
CHEBI:68610,MONDO:0009759,3.1731773693568277,13112425.0,False,False
CHEBI:5855,MONDO:0006058,3.31101137175922,4723559.0,False,False
CHEBI:6970,MONDO:0006058,3.327751344667904,4183086.0,False,False
CHEBI:8069,MONDO:0005212,3.3104595834083774,4742821.0,False,False
PUBCHEM.COMPOUND:657309,MONDO:0013582,3.0674841067749523,28183829.0,False,False
UNII:XOI2Q0ZF7G,MONDO:0013582,3.0676793159231224,28147415.0,False,False
CHEBI:63681,MONDO:0009759,3.0937003865495134,23518111.0,False,False
CHEBI:51380,MONDO:0005212,3.0705598498047735,27609779.0,False,False
CHEBI:5790,MONDO:0009759,3.1558870621012427,14919521.0,False,False
CHEBI:135673,MONDO:0009759,3.069340696682367,27836515.0,False,False
CHEBI:27899,MONDO:0009759,3.0681089296053705,28066559.0,False,False
CHEBI:600520,MONDO:0005212,3.0964354564189467,23065704.0,False,False
CHEBI:59269,MONDO:0005212,3.0665809734531004,28353391.0,False,False
CHEBI:7798,MONDO:0000141,3.06917355321643,27867553.0,False,False
CHEBI:71272,MONDO:0009759,3.0702180126987537,27673237.0,False,False
CHEBI:6339,MONDO:0005212,3.1545156086808577,15072819.0,False,False
CHEBI:84883,MONDO:0005212,3.0671418051205075,28247986.0,False,False
CHEBI:3611,MONDO:0000141,3.0667423971822214,28323264.0,False,False
CHEBI:6709,MONDO:0009759,3.066889567983328,28295483.0,False,False
CHEBI:91834,MONDO:0013582,3.068492221249816,27994893.0,False,False
CHEBI:9588,MONDO:0005212,3.159240309292121,14551304.0,False,False
CHEBI:94688,MONDO:0000141,3.0672129344293078,28234720.0,False,False
CHEBI:51380,MONDO:0013582,3.0673713391307773,28204992.0,False,False
CHEBI:229643,MONDO:0006058,3.0940699011994623,23456663.0,False,False
UNII:5YL4IQ1078,MONDO:0005212,3.157703346643246,14718965.0,False,False
CHEBI:178199,MONDO:0005212,3.1586797892634344,14612217.0,False,False
CHEBI:6539,MONDO:0013582,3.068740675800194,27948567.0,False,False
CHEBI:7789,MONDO:0005212,3.1604374680870366,14421647.0,False,False
UNII:TO3JYR3BOU,MONDO:0009759,3.068105546147674,28067205.0,False,False
CHEBI:51210,MONDO:0005212,3.1598973696238035,14479864.0,False,False
CHEBI:2914,MONDO:0009759,3.0973775305545868,22912184.0,False,False
CHEBI:8665,MONDO:0006058,3.0942023065909625,23434412.0,False,False
UNII:G4PX8C4HKV,MONDO:0009759,3.0975507584068405,22883816.0,False,False
CHEBI:229230,MONDO:0005212,3.155975874386567,14909573.0,False,False
CHEBI:75988,MONDO:0000141,3.0964746026703525,23059254.0,False,False
CHEBI:59269,MONDO:0009759,3.0943675548026586,23406863.0,False,False
CHEBI:182080,MONDO:0009759,3.0686753591487355,27960766.0,False,False
CHEBI:94461,MONDO:0009759,3.0672230050323326,28232822.0,False,False
CHEBI:91817,MONDO:0000141,3.069735450476467,27763204.0,False,False
UNII:RE0V0T1ES0,MONDO:0009759,3.0682801402425968,28034443.0,False,False
CHEBI:31397,MONDO:0009759,3.069432978851405,27819391.0,False,False
UNII:033ECH6IFG,MONDO:0006058,3.094735214433685,23346146.0,False,False
CHEBI:91858,MONDO:0009759,3.067462082730731,28188034.0,False,False
CHEBI:8772,MONDO:0000141,3.096656119275976,23029658.0,False,False
CHEBI:174358,MONDO:0013582,3.0697711682443725,27756672.0,False,False
CHEBI:601027,MONDO:0000141,3.1563918877511625,14863468.0,False,False
